budget,id,original_language,popularity,release_date,revenue,runtime,tagline,title,Action,Comedy,Drama,Thriller,Fantasy,Walt Disney Pictures,Universal Pictures,Warner Bros.,Columbia Pictures,Paramount Pictures,Relativity Media,Twentieth Century Fox Film Corporation,New Line Cinema
24000000,1246,en,30.445257,2006-12-20,155721132,102,It ain't over 'til it's over.,Rocky Balboa,0,0,1,0,0,0,0,0,1,0,0,0,0
50000000,1248,en,6.567065,2007-02-06,82169884,121,It started with revenge.,Hannibal Rising,0,0,1,1,0,0,0,0,0,0,0,0,0
110000000,1250,en,46.834704,2007-02-16,228738393,114,Hell Is About To Be Unleashed,Ghost Rider,1,0,0,1,1,0,0,0,0,0,1,0,0
19000000,1251,en,24.47248,2006-12-19,68673228,141,The battle of Iwo Jima seen through the eyes of the Japanese soldiers.,Letters from Iwo Jima,1,0,1,0,0,0,0,1,0,0,0,0,0
11000000,1255,ko,27.65527,2006-07-27,88489643,119,Monsters are real.,The Host,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1257,en,18.678415,2007-02-02,69485490,102,"She's just your normal, overprotective, overbearing, over-the-top mother.",Because I Said So,0,1,0,0,0,0,1,0,0,0,0,0,0
15000000,1259,en,12.576381,2006-12-25,49469904,92,One woman's secret is another woman's power. One woman's fear is another woman's weapon. One woman's life is in another woman's hands....,Notes on a Scandal,0,0,1,0,0,0,0,0,0,0,0,0,0
30000000,1262,en,32.26789,2006-09-09,53653224,113,Harold Crick isn't ready to go. Period.,Stranger Than Fiction,0,1,1,0,1,0,0,0,0,0,0,0,0
60000000,1265,en,40.646102,2007-02-16,137587063,96,"Close your eyes, but keep your mind wide open.",Bridge to Terabithia,0,0,1,0,0,0,0,0,0,0,0,0,0
65000000,1271,en,65.197968,2006-12-09,422610419,117,"Spartans, prepare for glory!",300,1,0,0,0,0,0,0,1,0,0,0,0,0
2000000,1378,en,14.846001,2006-05-20,5179037,101,Open Your Mind. And Everything Else.,Shortbus,0,1,1,0,0,0,0,0,0,0,0,0,0
35000000,1381,en,24.606012,2006-09-06,15304890,96,Death is the road to awe,The Fountain,0,0,1,0,0,0,0,1,0,0,0,0,0
19000000,1417,es,90.809408,2006-05-27,83258226,118,What happens when make-believe believes it's real?,Pan's Labyrinth,0,0,1,0,1,0,0,0,0,0,0,0,0
90000000,1422,en,63.429157,2006-10-05,289847354,151,Lies. Betrayal. Sacrifice. How far will you take it?,The Departed,0,0,1,1,0,0,0,1,0,0,0,0,0
50000000,1427,en,42.551902,2006-09-13,132180323,147,Based on the best-selling novel,Perfume: The Story of a Murderer,0,0,1,0,1,0,0,0,0,0,0,0,0
4000000,1430,en,11.414843,2002-10-09,35564473,120,One nation under the gun.,Bowling for Columbine,0,0,0,0,0,0,0,0,0,0,0,0,0
6000000,1443,en,26.218912,1999-04-21,10409377,97,"Beautiful, mysterious, haunting, invariably fatal. Just like life.",The Virgin Suicides,0,0,1,0,0,0,0,0,0,0,0,0,0
66000000,1487,en,47.479755,2004-04-02,99318987,122,From the Dark Side to Our Side.,Hellboy,1,0,0,0,1,0,0,0,0,0,0,0,0
110,1494,zh,9.950505,2006-12-21,0,114,Unspeakable secrets are hidden within the Forbidden City.,Curse of the Golden Flower,1,0,1,0,1,0,0,0,0,0,0,0,0
130000000,1495,en,44.490453,2005-05-03,211643158,144,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong",Kingdom of Heaven,1,0,1,0,0,0,0,0,0,0,0,1,0
0,1544,en,9.1003520000000009,2005-02-01,2455831,93,There goes the bride.,Imagine Me & You,0,1,1,0,0,0,0,0,0,0,0,0,0
300000,1550,en,4.270596,2003-01-19,0,81,She's the one in every family.,Pieces of April,0,1,1,0,0,0,0,0,0,0,0,0,0
33000000,1576,en,40.715623,2002-03-15,102984862,100,A secret experiment. A deadly virus. A fatal mistake.,Resident Evil,1,0,0,0,0,0,0,0,0,0,0,0,0
85000000,1581,en,44.967453,2006-12-08,194168700,136,It's Christmas Eve and we are going to go celebrate being young and being alive.,The Holiday,0,1,0,0,0,0,1,0,1,0,1,0,0
35000000,1584,en,43.057323,2003-10-03,131282949,108,He just landed the gig of his life: 5th grade.,School of Rock,0,1,0,0,0,0,0,0,0,1,0,0,0
28000000,1588,en,14.754281,2000-08-25,90449929,98,May the best moves win.,Bring It On,0,1,0,0,0,0,0,0,0,0,0,0,0
24000000,1620,en,42.669304,2007-11-21,99965753,89,Assassin 47,Hitman,1,0,1,1,0,0,0,0,0,0,0,1,0
126000000,1635,en,37.68056,2005-07-20,162949164,136,Your time will come...,The Island,1,0,0,1,0,0,0,1,0,0,0,0,0
6500000,1640,en,28.223163,2004-01-13,98410061,112,You think you know who you are. You have no idea.,Crash,0,0,1,0,0,0,0,0,0,0,0,0,0
21000000,1646,en,17.746981,2007-01-05,41170784,123,Their story. Their world. Their future.,Freedom Writers,0,0,1,0,0,0,0,0,0,0,0,0,0
10000000,1648,en,25.929893,1989-02-17,40485039,90,History is about to be rewritten by two guys who can't spell.,Bill & Ted's Excellent Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0
75000000,1656,en,31.054334,2005-10-24,142400065,129,The original caped crusader is back!,The Legend of Zorro,1,0,0,0,0,0,0,0,0,0,0,0,0
8000000,1667,fr,17.537154,2005-01-26,127392239,80,"In the harshest place on Earth, love finds a way.",March of the Penguins,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,1669,en,46.212155,1990-03-02,1992e5,134,Invisible. Silent. Stolen.,The Hunt for Red October,1,0,0,1,0,0,0,0,0,1,0,0,0
40000000,1683,en,13.445697,2007-04-05,62771059,99,What Hath God Wrought?,The Reaping,0,0,0,0,0,0,0,1,0,0,0,0,0
4800000,1690,en,38.83192,2005-01-06,80578934,94,Welcome To Your Worst Nightmare,Hostel,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1696,en,16.754452,2005-07-22,0,107,Death walks behind. Hell waits ahead.,The Devil's Rejects,0,0,1,0,0,0,0,0,0,0,0,0,0
55000000,1717,en,7.768223,2006-09-10,9450897,125,Some people will do anything to gain power. Some will do anything to keep it.,All the King's Men,0,0,1,1,0,0,0,0,0,0,1,0,0
140000000,1726,en,120.725053,2008-04-30,585174222,126,Heroes aren't born. They're built.,Iron Man,1,0,0,0,0,0,0,0,0,0,0,0,0
55000000,1729,en,17.097041,2008-04-18,127906624,104,The battle for eternity is the fantasy of a lifetime.,The Forbidden Kingdom,1,0,0,0,1,0,0,0,0,0,1,0,0
145000000,1735,en,60.034162,2008-07-01,401128639,112,A New Evil Awakens.,The Mummy: Tomb of the Dragon Emperor,1,0,0,0,1,0,1,0,0,0,1,0,0
140000000,1771,en,74.506246,2011-07-22,370569774,124,When patriots become heroes,Captain America: The First Avenger,1,0,0,0,0,0,0,0,0,0,0,0,0
1000000,1781,en,14.139004,2006-01-24,46243e3,100,By far the most terrifying film you will ever see.,An Inconvenient Truth,0,0,0,0,0,0,0,0,0,0,0,0,0
54000000,1819,en,18.600367,2006-07-14,130431368,108,Two's company. Dupree's a crowd.,"You, Me and Dupree",0,1,0,0,0,0,1,0,0,0,0,0,0
10000000,1832,en,14.543435,1999-11-12,30652890,130,It can be Hell getting into Heaven,Dogma,0,1,0,0,1,0,0,0,0,0,0,0,0
40000000,1833,en,10.433667,2005-11-23,31670620,135,No day but today.,Rent,0,0,1,0,0,0,0,0,1,0,0,0,0
66000000,1844,en,25.877794,1999-04-29,212404396,112,The trap is set.,Entrapment,0,0,1,0,0,0,0,0,0,0,0,0,0
82000000,1850,en,24.444186,1999-12-22,47434430,118,"Hello, my name is Andy and this is my movie.",Man on the Moon,0,1,1,0,0,0,0,0,0,0,0,0,0
150000000,1858,en,25.468493,2007-06-27,709709780,144,Their war. Our world.,Transformers,1,0,0,0,0,0,0,0,0,1,0,0,0
380000000,1865,en,135.413856,2011-05-14,1045713802,136,Live Forever Or Die Trying.,Pirates of the Caribbean: On Stranger Tides,1,0,0,0,1,1,0,0,0,0,0,0,0
40000000,1887,en,22.364549,2006-05-24,60474340,123,Rumor. Scandal. Fame. Revolution.,Marie Antoinette,0,0,1,0,0,0,0,0,0,0,0,0,0
18000000,1891,en,78.51783,1980-05-17,5384e5,124,The Adventure Continues...,The Empire Strikes Back,1,0,0,0,0,0,0,0,0,0,0,1,0
32350000,1892,en,46.509071,1983-05-23,5727e5,135,The Empire Falls...,Return of the Jedi,1,0,0,0,0,0,0,0,0,0,0,1,0
115000000,1893,en,54.035265,1999-05-19,924317558,136,Every generation has a legend. Every journey has a first step. Every saga has a beginning.,Star Wars: Episode I - The Phantom Menace,1,0,0,0,0,0,0,0,0,0,0,0,0
120000000,1894,en,43.987061,2002-05-15,649398328,142,A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,Star Wars: Episode II - Attack of the Clones,1,0,0,0,0,0,0,0,0,0,0,0,0
113000000,1895,en,44.108427,2005-05-17,85e7,140,The saga is complete.,Star Wars: Episode III - Revenge of the Sith,1,0,0,0,0,0,0,0,0,0,0,0,0
85000000,1904,en,16.595874,2005-12-06,162242962,145,"My world is as forbidden as it is fragile; without its mysteries, it cannot survive.",Memoirs of a Geisha,0,0,1,0,0,0,0,0,0,0,0,0,0
215000000,1930,en,89.866276,2012-06-27,752215857,136,The untold story begins.,The Amazing Spider-Man,1,0,0,0,1,0,0,0,1,0,0,0,0
30000000,1947,en,6.353971,2005-09-09,18618284,108,Every secret takes on a life of its own.,An Unfinished Life,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1950,en,6.162872,2007-05-01,5761917,124,Change your game. Change your life.,Lucky You,0,0,1,0,0,0,0,1,0,0,0,0,0
38000000,1957,en,11.500783,2002-05-24,51801187,114,Everyone has a limit.,Enough,0,0,1,1,0,0,0,0,0,0,0,0,0
1500000,1961,en,7.5591,2007-10-01,173066,86,Fearless! Unstoppable! Ready For His Close-Up!,My Name Is Bruce,0,1,0,0,0,0,0,0,0,0,0,0,0
20000000,1975,en,13.906944,2006-10-13,39143839,102,"What Was Once Trapped, Will Now Be Unleashed",The Grudge 2,0,0,0,1,0,0,0,0,0,0,0,0,0
16000000,1988,en,9.717392,2007-01-01,18928871,100,One woman dared to keep hope alive,A Mighty Heart,0,0,1,1,0,0,0,0,0,0,0,0,0
40000000,2044,en,29.88736,2006-06-16,114830111,99,How do you hold on to someone you've never met?,The Lake House,0,0,1,0,0,0,0,1,0,0,0,0,0
150000000,2062,en,65.677399,2007-06-22,623722818,111,He's dying to become a chef.,Ratatouille,0,1,0,0,1,1,0,0,0,0,0,0,0
150000000,2080,en,5.954334,2009-04-28,373062864,107,Witness the Origin.,X-Men Origins: Wolverine,1,0,0,1,0,0,0,0,0,0,0,1,0
80000000,2135,en,25.978555,2002-03-04,123729176,96,The greatest adventure THROUGH all time!,The Time Machine,1,0,0,0,0,0,0,1,0,0,0,0,0
15000000,2142,en,19.284129,1997-08-15,44862187,104,No One Is Above The Law.,Cop Land,1,0,1,0,0,0,0,0,0,0,0,0,0
9000000,2196,en,20.410354,2007-02-09,46,90,From director Frank Oz comes the story of a family that puts the F U in funeral.,Death at a Funeral,0,1,1,0,0,0,0,0,0,0,0,0,0
51500000,2252,en,35.481169,2007-09-14,55112356,100,Every sin leaves a mark.,Eastern Promises,0,0,0,1,0,0,0,0,0,0,0,0,0
250000,2255,en,20.601483,1997-04-04,12021272,113,It's not who you love. It's how.,Chasing Amy,0,1,1,0,0,0,0,0,0,0,0,0,0
180000000,2268,en,42.990906,2007-12-04,372234864,113,There are worlds beyond our own - the compass will show the way.,The Golden Compass,0,0,0,0,1,0,0,0,0,0,0,0,1
70000000,2270,en,48.032734,2007-08-09,135560026,127,This Summer A Star Falls. The Chase Begins.,Stardust,0,0,0,0,1,0,0,0,0,1,0,0,0
27000,2292,en,19.748658,1994-09-13,3151130,92,Just because they serve you doesn't mean they like you.,Clerks,0,1,0,0,0,0,0,0,0,0,0,0,0
80000000,2300,en,36.125715,1996-11-15,2502e5,88,Get ready to jam.,Space Jam,0,1,1,0,1,0,0,0,0,0,0,0,0
60000000,2309,en,27.018886,2008-12-11,57490374,106,Every story ever written is just waiting to become real.,Inkheart,0,0,0,0,1,0,0,0,0,0,0,0,1
70000000,2310,en,35.601665,2007-11-05,195735876,115,Evil breeds pain.,Beowulf,1,0,0,0,0,0,0,0,0,1,0,0,0
60000000,2312,en,15.406173,2007-11-29,0,127,Rise and fight,In the Name of the King: A Dungeon Siege Tale,1,0,1,0,1,0,0,0,0,0,0,0,0
20000000,2355,en,20.82778,2007-03-23,22222308,124,Let in the unexpected.,Reign Over Me,0,0,1,0,0,0,0,0,1,0,1,0,0
23000000,2453,en,12.869436,1991-08-23,7434726,98,When the going gets tough... the tough take the law into their own hands.,Harley Davidson and the Marlboro Man,1,0,0,1,0,0,0,0,0,0,0,0,0
100000000,2486,en,30.863434,2006-12-14,249288105,104,"As darkness falls, the last dragon will choose its rider.",Eragon,1,0,0,0,1,0,0,0,0,0,0,1,0
60000000,2501,en,86.476817,2002-06-14,214034224,119,He was the perfect weapon until he became the target.,The Bourne Identity,1,0,1,1,0,0,1,0,0,0,0,0,0
75000000,2502,en,53.213931,2004-07-23,288500217,108,They should have left him alone.,The Bourne Supremacy,1,0,1,1,0,0,1,0,0,0,0,0,0
70000000,2503,en,45.381501,2007-08-03,442824138,115,Remember everything. Forgive nothing.,The Bourne Ultimatum,1,0,1,1,0,0,1,0,0,0,0,0,0
950000,2652,en,25.918007,2005-01-14,7022209,103,Strangers shouldn't talk to little girls.,Hard Candy,0,0,1,1,0,0,0,0,0,0,0,0,0
7000000,2662,en,19.301432,2003-04-11,16829545,89,You'll never get out alive.,House of 1000 Corpses,0,0,0,0,0,0,1,0,0,0,0,0,0
60000,2667,en,41.690578,1999-07-14,248e6,81,The scariest movie of all time is a true story.,The Blair Witch Project,0,0,0,0,0,0,0,0,0,0,0,0,0
40000000,2687,en,7.222985,1992-02-28,14358033,99,An adventure like you've never seen.,Memoirs of an Invisible Man,0,1,0,0,1,0,0,1,0,0,0,0,0
175000000,2698,en,27.082182,2007-06-09,173e6,96,A comedy of biblical proportions,Evan Almighty,0,1,0,0,1,0,1,0,1,0,1,0,0
19000000,2757,en,26.441669,2002-12-06,32801173,114,"From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich.",Adaptation.,0,1,1,0,0,0,0,0,0,0,0,0,0
23000000,2787,en,18.493202,2000-02-18,53187659,108,Don't be afraid of the dark. Be afraid of what's in the dark,Pitch Black,1,0,0,1,0,0,0,0,0,0,0,0,0
35000000,2959,en,14.503568,2007-07-04,69307224,91,First came love... then came Reverend Frank.,License to Wed,0,1,0,0,0,0,0,1,0,0,0,0,0
50000000,2976,en,31.160542,2007-07-13,90450008,117,"When you follow your own beat, the world will follow you.",Hairspray,0,1,0,0,0,0,0,0,0,0,0,0,1
16500000,2977,en,18.236284,2007-03-02,37311672,120,Her own life is her greatest inspiration.,Becoming Jane,0,0,1,0,0,0,0,0,0,0,0,0,0
17000000,2989,en,1.15641,1981-11-12,2e6,102,No animals were harmed in the making of this movie. 70 members of the cast and crew were.,Roar,0,0,0,1,0,0,0,0,0,0,0,0,0
25000000,3021,en,35.169779,2007-07-12,94679598,104,The only demons in room 1408 are those within you.,1408,0,0,0,1,0,0,0,0,0,0,0,0,0
100000000,3131,en,46.160048,2002-12-14,193772504,167,America was born in the streets.,Gangs of New York,0,0,1,0,0,0,0,0,0,0,0,0,0
858000,3170,en,47.651878,1942-08-14,267447150,70,A great love story.,Bambi,0,0,1,0,0,0,0,0,0,0,0,0,0
7000000,3291,en,17.717681,2005-09-16,546e5,93,They took on the Government with nothing but the truth.,"Good Night, and Good Luck.",0,0,1,0,0,0,0,0,0,0,0,0,0
8700000,3509,en,26.093043,2006-05-25,7659918,100,Everything Is Not Going To Be OK,A Scanner Darkly,0,0,0,1,0,0,0,0,0,0,0,0,0
62000000,3536,en,18.096884,2000-04-20,127666415,116,Heroes are ordinary men who do extraordinary things in extraordinary times.,U-571,1,0,1,1,0,0,1,0,0,0,0,0,0
55000000,3580,en,27.50916,2008-01-30,113020255,141,"To find her son, she did what no one else dared.",Changeling,0,0,1,0,0,0,0,0,0,0,1,0,0
30000000,3594,en,23.197408,2007-02-23,77566815,101,First it takes hold of your mind...then it takes hold of your life.,The Number 23,0,0,1,1,0,0,0,0,0,0,0,0,1
28000000,3638,en,15.794946,2007-07-25,92601050,104,Life isn't always made to order.,No Reservations,0,1,0,0,0,0,0,1,0,0,0,0,0
16000000,3877,en,8.842869,2007-09-26,2849142,113,Hope comes with letting go.,Things We Lost in the Fire,0,0,1,0,0,0,0,0,0,0,0,0,0
20000000,3902,en,13.032308,2007-10-01,4001121,135,All I Can Do Is Be Me Whoever That Is,I'm Not There.,0,0,1,0,0,0,0,0,0,0,0,0,0
40000000,3933,en,43.571612,2005-09-09,117195061,77,There's been a grave misunderstanding.,Corpse Bride,0,0,0,0,1,0,0,1,0,0,0,0,0
32000000,3989,en,26.509175,2004-10-10,50907422,98,Putting The 'F' back in 'Freedom',Team America: World Police,1,1,0,0,0,0,0,0,0,1,0,0,0
12000000,4170,en,11.237374,2007-01-23,0,120,"Each year, more than 1,000,000 people are trafficked across international borders... against their will.",Trade,0,0,1,1,0,0,0,0,0,0,0,0,0
65000000,4244,en,18.281798,2000-07-07,697e5,104,Nobody ever grows up quite like they imagined.,The Kid,0,1,0,0,1,1,0,0,0,0,0,0,0
28000000,4348,en,36.58383,2005-09-16,121147947,135,A romance ahead of its time.,Pride & Prejudice,0,0,1,0,0,0,1,0,0,0,0,0,0
70000000,4349,en,26.123705,2007-08-22,86658558,110,How do you stop an enemy who isn't afraid to die?,The Kingdom,1,0,1,1,0,0,1,0,0,0,1,0,0
50000000,4380,en,14.231899,2004-10-15,170128460,107,Step out of the ordinary,Shall We Dance?,0,1,1,0,0,0,0,0,0,0,0,0,0
87000000,4464,en,14.824166,2003-07-22,148336445,141,The hopes of a nation rode on a long shot.,Seabiscuit,0,0,1,0,0,0,1,0,0,0,0,0,0
30000000,4512,en,35.53352,2007-09-02,14711793,160,Beyond the myth lies America's greatest betrayal,The Assassination of Jesse James by the Coward Robert Ford,1,0,1,0,0,0,0,1,0,0,0,0,0
30000000,4513,en,33.394082,2007-10-17,75505973,113,They're Coming!,30 Days of Night,0,0,0,1,0,0,0,0,1,0,0,0,0
85000000,4523,en,29.21998,2007-11-20,340487652,107,This fairytale princess is about to meet a real Prince Charming,Enchanted,0,1,0,0,1,1,0,0,0,0,0,0,0
0,4550,ko,17.074843,2005-07-29,23803308,115,All she wanted was a peaceful life... they didn't give it.,Sympathy for Lady Vengeance,0,0,1,1,0,0,0,0,0,0,0,0,0
25000000,4566,en,18.961323,2007-09-28,92991835,119,The truth can be adjusted,Michael Clayton,0,0,1,0,0,0,0,0,0,0,0,0,0
68000000,4614,en,22.392544,2002-05-31,193e6,124,"27,000 nuclear weapons. One is missing.",The Sum of All Fears,1,0,1,1,0,0,0,0,0,1,0,0,0
12000000,4638,en,38.623178,2007-02-14,80573774,121,Big cops. Small town. Moderate violence.,Hot Fuzz,1,1,0,0,0,0,1,0,0,0,0,0,0
0,4657,en,8.950864,2006-07-20,0,123,Under the surface of every life lies a mystery,Jindabyne,0,0,1,1,0,0,0,0,0,0,0,0,0
0,4688,en,11.872841,2007-09-14,0,133,All you need is love.,Across the Universe,0,0,1,0,0,0,0,0,0,0,0,0,0
17000000,4723,en,9.349386,2006-05-15,374743,144,Have a nice apocalypse.,Southland Tales,1,1,1,1,0,0,1,0,0,0,0,0,0
150000000,4922,en,60.269279,2008-11-24,333932083,166,"Life isn't measured in minutes, but in moments.",The Curious Case of Benjamin Button,0,0,1,1,1,0,0,1,0,1,0,0,0
58000000,4942,en,7.739276,2008-03-24,41299492,114,"If Love Is a Game, Who'll Make the First Pass?",Leatherheads,0,1,1,0,0,0,1,0,0,0,0,0,0
50000000,4959,en,13.391833,2009-02-03,60161391,118,Is your money making a killing?,The International,0,0,1,1,0,0,0,0,0,0,0,0,0
30000000,4964,en,22.527211,2007-06-01,219076518,129,Save the due date.,Knocked Up,0,1,1,0,0,0,1,0,0,0,0,0,0
40000000,4970,en,27.303608,2003-11-21,141591324,98,Because someone is dead doesn't mean they're gone.,Gothika,0,0,0,1,0,0,0,1,0,0,0,0,0
100000000,4982,en,42.361215,2007-11-02,266465037,157,There are two sides to the American dream,American Gangster,0,0,1,0,0,0,1,0,0,0,1,0,0
0,5072,en,12.898984,2006-05-19,0,96,The Company Is Making Cutbacks,Severance,0,1,0,1,0,0,0,0,0,0,0,0,0
25000000,5123,en,29.533437,2007-11-21,66122026,114,An incredible journey moving at the speed of sound,August Rush,0,0,1,0,0,0,0,1,0,0,0,0,0
27500000,5125,en,12.741073,2007-09-07,24748670,120,What if someone you love...just disappeared?,Rendition,0,0,1,1,0,0,0,0,0,0,0,0,0
70000000,5137,en,24.664776,2004-09-17,57958696,107,Who will save us?,Sky Captain and the World of Tomorrow,1,0,0,1,0,0,0,0,0,1,0,0,0
55000000,5176,en,48.801089,2007-09-06,70016220,122,Time waits for one man.,3:10 to Yuma,0,0,0,0,0,0,0,0,0,0,1,0,0
3800000,5178,en,2.201678,2009-09-11,0,95,Everyone needs a refuge from the world.,The Good Heart,0,1,1,0,0,0,0,0,0,0,0,0,0
0,5353,en,8.048305,2007-09-03,0,101,How can they find the world's most wanted war criminal when the C.I.A. can't? [by actually looking],The Hunting Party,1,0,1,1,0,0,0,0,0,0,0,0,0
47000000,5393,en,10.410933,2006-09-14,38085778,75,Fairy Tale Endings Aren't What They Used To Be,Happily N'Ever After,0,1,0,0,1,0,0,0,0,0,0,0,0
65000000,5551,en,15.772081,2000-07-31,128884132,130,Space will never be the same.,Space Cowboys,1,0,0,1,0,0,0,1,0,0,0,0,0
150000000,5559,en,29.332905,2007-10-28,287594577,91,Born to bee wild.,Bee Movie,0,1,0,0,0,0,0,0,0,0,0,0,0
2090000,5722,en,4.289003,1970-07-17,4e7,109,This Is Not A Sequel. There Has Never Been Anything Like It!,Beyond the Valley of the Dolls,0,1,1,1,0,0,0,0,0,0,0,1,0
160000,5723,en,19.052179,2007-03-23,20710513,85,How often do you find the right person?,Once,0,0,1,0,0,0,0,0,0,0,0,0,0
150000,5822,en,0.132878,1971-04-23,152e5,97,The Film that THE MAN doesn't want you to see!,Sweet Sweetback's Baadasssss Song,1,0,1,0,0,0,0,0,0,0,0,0,0
53000000,5852,en,6.454634,2001-05-15,297e5,102,"The deeper you look, the more you will find.",Angel Eyes,0,0,1,1,0,0,0,0,0,0,0,0,0
18000000,5876,en,37.104353,2007-11-21,57096190,126,"Belief divides them, mystery surrounds them, but fear changes everything.",The Mist,0,0,0,1,0,0,0,0,0,0,0,0,0
15000000,5915,en,43.644978,2007-09-11,56255142,148,Into the heart. Into the soul.,Into the Wild,0,0,1,0,0,0,0,0,0,0,0,0,0
42000000,5966,en,33.238296,2004-01-16,171963386,90,"For the most cautious man on Earth, life is about to get interesting.",Along Came Polly,0,1,0,0,0,0,0,0,0,0,0,0,0
68000000,6171,en,26.792794,2003-03-21,75715436,136,A circle of friendship. A web of mystery. A pattern of fear.,Dreamcatcher,0,0,1,1,0,0,0,0,0,0,0,0,0
60000000,6477,en,47.336034,2007-12-13,361366633,92,Get your squeak on!,Alvin and the Chipmunks,0,1,0,0,1,0,0,0,0,0,0,0,0
150000000,6479,en,70.867401,2007-12-14,585349010,101,The last man on Earth is not alone,I Am Legend,1,0,1,1,0,0,0,1,0,0,0,0,0
50000000,6519,en,15.98212,2005-08-05,110803676,104,Cousins. Outlaws. Thrillbillies.,The Dukes of Hazzard,1,1,0,0,0,0,0,1,0,0,0,0,0
